tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dog_stage,tiny_url,retweet_count,favorite_count,media_count,breed,breed_conf,media_id
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,13.0,10.0,Ralphus,,https://t.co/YnYAFCTTiK,3508,19606,4,Siberian Husky,70.04,888554915663986688
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12.0,10.0,Gerald,,https://t.co/DK7iDPfuRX,3451,21488,2,French Bulldog,99.5,888078426338406400
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13.0,10.0,Jeffrey,,https://t.co/PhrUk20Q64,5322,29794,1,Basset,82.17,887705281597243393
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13.0,10.0,Canela,,https://t.co/cLyzpcUcMX,17961,68255,2,Pembroke,80.92,887473949386227712
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12.0,10.0,,,https://t.co/4Ad1jzJSdp,5889,30179,1,Samoyed,73.39,887101385971384320
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13.0,10.0,Maya,,https://t.co/I6oNy0CgiT,7680,34730,2,Chihuahua,79.35,886983218867654656
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff",13.0,10.0,Mingus,,https://t.co/ISvKOSkd5b,3247,11901,2,Kuvasz,30.97,886736868116754432
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13.0,10.0,Waffles,,https://t.co/xZDA9Qsq1O,6208,27651,1,Pug,94.36,886258377298292737
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12.0,10.0,Jimbo,,https://t.co/BuveP0uMF1,6722,32289,1,Blenheim Spaniel,97.25,885984792034004992
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13.0,10.0,Maisey,,https://t.co/tp1kQ8i9JF,6350,35554,1,Pug,36.93,885528931826368512
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13.0,10.0,,,https://t.co/44ItaMubBf,4331,21669,4,Malamute,81.25,885167573389762560
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12.0,10.0,Earl,,https://t.co/MYJvdlNRVa,18102,76547,1,Italian Greyhound,25.99,884925516695965696
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13.0,10.0,Lola,,https://t.co/74TKAUsLkO,5598,27582,4,Chow,82.21,884876742820859904
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13.0,10.0,Kevin,,https://t.co/1r4MFCbCX5,4697,24022,1,Pug,54.64,884562886777065473
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14.0,10.0,,,https://t.co/vvBOcC2VdC,5590,26669,1,Pembroke,99.32,884441800177528832
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12.0,10.0,Yogi,doggo,https://t.co/YSI00BzTBZ,2952,20121,1,German Shepherd,70.7,884162662212489221
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12.0,10.0,Noah,,https://t.co/V85xujjDDY,3409,21649,1,Doberman,61.09,883838118432034816
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",13.5,10.0,Bella,,https://t.co/qjrljjt948,9834,45382,2,Golden Retriever,94.31,883482838036860928
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13.0,10.0,,,https://t.co/Se5fZ9wp5E,6601,36753,2,Golden Retriever,94.96,883117826516688896
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13.0,10.0,Rusty,,https://t.co/tyER0KpdXj,3874,23669,2,Eskimo Dog,46.68,882992072327913472
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13.0,10.0,Stanley,,https://t.co/Nx52PGwH94,6019,27578,1,Pembroke,54.3,882627261886758912
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13.0,10.0,Alfy,,https://t.co/fYP5RlutfA,11468,44431,3,Golden Retriever,76.22,882268100984492032
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13.0,10.0,Koko,,https://t.co/zeDpnsKX7w,4920,28999,4,Golden Retriever,0.69,882045864507736065
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12.0,10.0,Rey,,https://t.co/503CgWbhxQ,3360,24029,1,Weimaraner,29.15,881906570426281984
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13.0,10.0,Gary,,https://t.co/7CSWCl8I6s,10545,49973,1,Saluki,52.9,881666587375304705
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12.0,10.0,,,https://t.co/WiAMbTkDPf,3777,21022,1,Pembroke,79.14,880872431472267264
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12.0,10.0,Bella,,https://t.co/4VsFysDmiw,6211,28203,4,Golden Retriever,91.33,880465790071427074
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12.0,10.0,Jesse,,https://t.co/fUod0tVmvK,4171,26750,2,Chihuahua,23.85,880221119067770882
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11.0,10.0,,,https://t.co/HauE8M3Bu4,4317,27326,1,Miniature Pinscher,12.03,880095777175076864
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13.0,10.0,Romeo,,https://t.co/Qh5aEkRQm9,3461,22078,3,Basset,81.35,879862459250638849
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12.0,10.0,Bailey,,https://t.co/IxM9IMKQq8,3154,23156,1,German Short-Haired Pointer,47.99,879492035853660161
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12.0,10.0,Jack,,https://t.co/0gOi601EAa,3092,16586,1,Labrador Retriever,3.35,879376482266632192
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13.0,10.0,Beau,,https://t.co/YDtpCjIPKN,2669,18775,1,Vizsla,96.05,879008224678207491
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY",13.0,10.0,Shadow,,https://t.co/lUiQH219v6,1280,7664,1,Basset,32.04,878281503754510336
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14.0,10.0,Emmy,,https://t.co/cwtWnHMVpe,6768,41574,2,French Bulldog,83.91,878057599261745152
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13.0,10.0,Aja,,https://t.co/lsPyyAiF1r,18921,78952,2,Chesapeake Bay Retriever,83.8,877736466767597568
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12.0,10.0,Penny,,https://t.co/OYdDlfOGXP,3777,22471,1,Basset,99.54,877556240326512640
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13.0,10.0,Dante,,https://t.co/SHRTIo5pxc,5132,27066,2,Saluki,51.0,877316816103772164
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12.0,10.0,Nelly,,https://t.co/4g4cfj3P4Y,5538,26821,2,Pembroke,93.11,877201827330174976
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13.0,10.0,Benedict,,https://t.co/26BXueUgbs,2379,18554,1,Golden Retriever,87.46,876484043352588288
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13.0,10.0,Venti,,https://t.co/ejExJFq3ek,4657,27620,1,Bernese Mountain Dog,53.43,876120269428932608
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13.0,10.0,Goose,,https://t.co/V2WlACRJCN,4262,24930,1,Labrador Retriever,79.96,875747755280318464
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12.0,10.0,,,https://t.co/brCQoqc8AW,4686,25216,2,West Highland White Terrier,71.43,875021140917329920
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12.0,10.0,Cash,,https://t.co/lZhtizkURD,4615,27562,1,Labrador Retriever,83.61,874680081829904384
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12.0,10.0,,,https://t.co/pwY9PQhtP2,3938,22446,1,Flat-Coated Retriever,83.22,874057549548589057
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13.0,10.0,,,https://t.co/mNuMH9400n,3938,24008,1,Newfoundland,67.85,873580279771926529
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12.0,10.0,,doggo,https://t.co/EMYIdoblMR,5389,27148,2,Labrador Retriever,47.69,872967099819446272
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",13.0,10.0,,,https://t.co/17FVMl4VZ5,3688,14596,4,Pug,99.91,872820673755873281
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13.0,10.0,Monkey,,https://t.co/lUcpnZDPz9,3692,20623,1,Cocker Spaniel,51.32,872620798208610305
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12.0,10.0,,,https://t.co/BZHiKx3FpQ,8996,40370,1,Pembroke,93.19,872486967967006720
872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck,13.0,10.0,Harry,,https://t.co/ejHvGDfWoa,6312,33957,2,Labrador Retriever,97.2,872261705400598528
872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12.0,10.0,Kody,,https://t.co/PKSpmiefwN,8116,34221,2,Pug,6.67,872122708573777925
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13.0,10.0,Lassie,,https://t.co/uK6PNyeh9w,11184,37786,2,Shetland Sheepdog,96.92,871879745683804161
871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,12.0,10.0,Napolean,doggo,https://t.co/PR7B7w1rUw,3457,20103,2,Komondor,97.48,871515922745393153
871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",13.0,10.0,Boomer,,https://t.co/noNpY2Laoo,3822,22546,1,Kelpie,39.81,871032610994225153
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV",13.0,10.0,Cody,,https://t.co/42ryYRQ2Q4,2657,12362,4,Pembroke,94.55,870656293186547712
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13.0,10.0,Zoey,,https://t.co/T1xlgaPujm,26317,82407,1,Golden Retriever,84.1,870374041554751488
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",13.0,10.0,Rumble,,https://t.co/MVQCzrF1g9,4172,21750,2,Greater Swiss Mountain Dog,62.28,870308991993118721
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",13.0,10.0,Dewey,,https://t.co/HciEaJkC4D,10086,42305,1,Pembroke,98.01,869772408907071492
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,13.0,10.0,Stanley,,https://t.co/vmCu3PFCQq,6376,28192,1,Pembroke,99.34,869702951354474496
869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for,12.0,10.0,Scout,doggo,https://t.co/DsA2hwXAJo,3147,15945,2,Chihuahua,95.52,869596640562249728
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well,13.0,10.0,Gizmo,,https://t.co/IoR3n1fiiQ,3810,20405,1,Pembroke,66.42,869227980345798656
868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter,14.0,10.0,Walter,,https://t.co/r28jFx9uyF,14613,65619,1,French Bulldog,10.0,868880391209275392
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways,13.0,10.0,,,https://t.co/yeaH8Ej5eM,5489,26878,1,Labrador Retriever,86.81,868622480696651777
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f",12.0,10.0,Cooper,,https://t.co/7RyeXTYLNi,2114,10145,2,Whippet,37.82,868552270358618113
867900495410671616,2017-05-26 00:29:37,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10",12.0,10.0,,,https://t.co/JMhDNv5wXZ,4214,24203,1,Labrador Retriever,52.26,867900486011297792
867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold,13.0,10.0,Harold,,https://t.co/ZYg3NZGICa,7413,34048,2,Border Collie,66.2,867774933065224193
867051520902168576,2017-05-23 16:16:06,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10",13.0,10.0,,,https://t.co/M5Rz0R8SIQ,7959,32319,1,Samoyed,47.14,867051512509460480
866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely,12.0,10.0,Lili,,https://t.co/9b9J46E86Z,3532,19399,2,Flat-Coated Retriever,51.47,866686816879087618
866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly,12.0,10.0,Coco,,https://t.co/W86h5dgR6c,14661,52814,2,Samoyed,98.41,866334954229301248
865718153858494464,2017-05-19 23:57:46,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy",13.0,10.0,Boomer,,https://t.co/pozUoHLkGg,5696,25756,1,Golden Retriever,67.37,865718147889979392
865359393868664832,2017-05-19 00:12:11,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10,13.0,10.0,Sammy,,https://t.co/g20EmqK7vc,5077,26627,2,Chesapeake Bay Retriever,83.24,865359385127657472
865006731092295680,2017-05-18 00:50:50,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase,13.0,10.0,Nelly,,https://t.co/LbkG5CiM7o,7809,28182,1,Pembroke,98.99,865006724092010496
864279568663928832,2017-05-16 00:41:21,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball,12.0,10.0,Meatball,,https://t.co/S2HdmFFPck,3092,14721,2,Bull Mastiff,66.86,864279556340957184
864197398364647424,2017-05-15 19:14:50,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well,13.0,10.0,Paisley,,https://t.co/cPq9fYvkzr,9109,30381,4,Golden Retriever,94.59,864197388205936640
863432100342583297,2017-05-13 16:33:49,Twitter for iPhone,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup,12.0,10.0,Belle,,https://t.co/fGQUzR8w3H,5366,24018,1,Staffordshire Bullterrier,69.05,863432092616491008
863062471531167744,2017-05-12 16:05:02,Twitter for iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib",13.0,10.0,Quinn,,https://t.co/EsOB4rLEKt,2508,8610,4,French Bulldog,93.58,863062462370725888
862831371563274240,2017-05-12 00:46:44,Twitter for iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey",13.0,10.0,Zooey,,https://t.co/ixOFQ1tfqE,5186,19351,2,Australian Terrier,20.73,862831347076808704
862722525377298433,2017-05-11 17:34:13,Twitter for iPhone,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze",11.0,10.0,Dave,,https://t.co/Eme9Uar6v2,3602,17233,1,Basset,39.33,862722516858445824
862096992088072192,2017-05-10 00:08:34,Twitter for iPhone,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10,13.0,10.0,,,https://t.co/nvZyyrp0kd,23821,75380,2,Chow,67.76,862096984114683904
861383897657036800,2017-05-08 00:54:59,Twitter for iPhone,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy,13.0,10.0,Hobbes,,https://t.co/QFRlbZw4Z1,10939,36467,1,Cardigan,77.1,861383888685236224
861005113778896900,2017-05-06 23:49:50,Twitter for iPhone,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af,12.0,10.0,Burt,,https://t.co/jH6EN9cEn6,3890,16913,1,German Shepherd,50.8,861005103205031937
860563773140209665,2017-05-05 18:36:06,Twitter for iPhone,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p",13.0,10.0,Lorenzo,,https://t.co/oDIQ1KkdPt,2214,7599,2,Cardigan,58.39,860563764940226560
860524505164394496,2017-05-05 16:00:04,Twitter for iPhone,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup,13.0,10.0,Carl,,https://t.co/C2zHcNIu4I,5404,23925,1,Bedlington Terrier,28.66,860524497660776448
859924526012018688,2017-05-04 00:15:58,Twitter for iPhone,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl,12.0,10.0,Milky,,https://t.co/g8vpXFzw29,4204,19802,1,French Bulldog,25.46,859924516142804992
859851578198683649,2017-05-03 19:26:06,Twitter for iPhone,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af,13.0,10.0,Trooper,,https://t.co/BqSttrTuIl,3605,15606,4,Labrador Retriever,89.91,859851567838769152
858843525470990336,2017-05-01 00:40:27,Twitter for iPhone,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge,13.0,10.0,,doggo,https://t.co/cUeDMlHJbq,3576,15769,1,Golden Retriever,57.81,858843519850614784
858471635011153920,2017-04-30 00:02:42,Twitter for iPhone,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble,13.0,10.0,Sophie,,https://t.co/8jOC4zhNxy,4997,21843,1,Pembroke,98.74,858471621065150464
